"ID"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Y.sub"	"RT.sub"	"Y.tot"	"RT.tot"
209	"F"	"FR"	7	2	1	25	1	128	9	685
210	"F"	"FR"	5	1	1	157	0	153	8	1163
210	"F"	"FR"	4	1	0	132	0	153	8	1163
210	"F"	"FR"	12	3	0	44	1	209	8	1163
210	"F"	"FR"	6	2	0	71	1	395	8	1163
210	"F"	"FR"	14	4	1	0	4	44	8	1163
210	"F"	"FR"	15	4	1	0	4	44	8	1163
210	"F"	"FR"	16	4	1	0	4	44	8	1163
210	"F"	"FR"	13	3	1	0	1	209	8	1163
210	"F"	"FR"	20	5	0	0	2	362	8	1163
210	"F"	"FR"	21	5	0	0	2	362	8	1163
210	"F"	"FR"	NA	6	NA	NA	0	0	8	1163
210	"F"	"FR"	7	2	0	84	1	395	8	1163
210	"F"	"FR"	1	1	0	146	0	153	8	1163
210	"F"	"FR"	2	1	0	155	0	153	8	1163
210	"F"	"FR"	3	1	0	79	0	153	8	1163
210	"F"	"FR"	11	3	0	59	1	209	8	1163
210	"F"	"FR"	17	4	1	0	4	44	8	1163
210	"F"	"FR"	18	5	0	0	2	362	8	1163
210	"F"	"FR"	19	5	1	0	2	362	8	1163
210	"F"	"FR"	8	2	0	83	1	395	8	1163
210	"F"	"FR"	9	2	0	70	1	395	8	1163
210	"F"	"FR"	10	3	1	83	1	209	8	1163
211	"M"	"FR"	9	2	1	129	3	269	18	1063
211	"M"	"FR"	8	2	0	129	3	269	18	1063
211	"M"	"FR"	NA	6	NA	NA	1	0	18	1063
211	"M"	"FR"	12	3	0	67	3	251	18	1063
211	"M"	"FR"	13	3	1	0	3	251	18	1063
211	"M"	"FR"	10	3	1	95	3	251	18	1063
211	"M"	"FR"	11	3	1	88	3	251	18	1063
211	"M"	"FR"	20	5	0	0	3	252	18	1063
211	"M"	"FR"	21	5	1	0	3	252	18	1063
211	"M"	"FR"	6	2	1	73	3	269	18	1063
211	"M"	"FR"	7	2	1	64	3	269	18	1063
211	"M"	"FR"	15	4	1	0	4	67	18	1063
211	"M"	"FR"	16	4	1	0	4	67	18	1063
211	"M"	"FR"	17	4	1	0	4	67	18	1063
211	"M"	"FR"	14	4	1	0	4	67	18	1063
211	"M"	"FR"	19	5	1	0	3	252	18	1063
211	"M"	"FR"	2	1	1	22	4	224	18	1063
211	"M"	"FR"	3	1	1	90	4	224	18	1063
211	"M"	"FR"	18	5	1	0	3	252	18	1063
211	"M"	"FR"	5	1	1	118	4	224	18	1063
211	"M"	"FR"	1	1	1	55	4	224	18	1063
211	"M"	"FR"	4	1	1	133	4	224	18	1063
212	"M"	"NL"	11	3	1	6	3	69	14	719
212	"M"	"NL"	1	1	0	61	2	237	14	719
212	"M"	"NL"	2	1	1	21	2	237	14	719
212	"M"	"NL"	3	1	0	22	2	237	14	719
212	"M"	"NL"	10	3	1	12	3	69	14	719
212	"M"	"NL"	15	4	1	60	4	160	14	719
212	"M"	"NL"	12	3	0	7	3	69	14	719
212	"M"	"NL"	13	3	1	38	3	69	14	719
212	"M"	"NL"	14	4	1	72	4	160	14	719
212	"M"	"NL"	20	5	0	21	2	131	14	719
212	"M"	"NL"	4	1	1	32	2	237	14	719
212	"M"	"NL"	5	1	0	60	2	237	14	719
212	"M"	"NL"	19	5	1	116	2	131	14	719
212	"M"	"NL"	18	5	0	19	2	131	14	719
212	"M"	"NL"	21	5	1	0	2	131	14	719
212	"M"	"NL"	NA	6	NA	NA	1	0	14	719
212	"M"	"NL"	9	2	1	71	2	122	14	719
212	"M"	"NL"	6	2	1	31	2	122	14	719
212	"M"	"NL"	16	4	1	10	4	160	14	719
212	"M"	"NL"	17	4	1	12	4	160	14	719
212	"M"	"NL"	7	2	1	19	2	122	14	719
212	"M"	"NL"	8	2	0	29	2	122	14	719
213	"M"	"NL"	5	1	1	75	4	175	16	629
213	"M"	"NL"	6	2	1	10	3	124	16	629
213	"M"	"NL"	7	2	1	16	3	124	16	629
213	"M"	"NL"	4	1	1	22	4	175	16	629
213	"M"	"NL"	18	5	0	19	2	113	16	629
213	"M"	"NL"	19	5	1	82	2	113	16	629
213	"M"	"NL"	8	2	0	14	3	124	16	629
213	"M"	"NL"	21	5	1	0	2	113	16	629
213	"M"	"NL"	9	2	1	50	3	124	16	629
213	"M"	"NL"	10	3	1	11	2	68	16	629
213	"M"	"NL"	20	5	0	13	2	113	16	629
213	"M"	"NL"	16	4	1	11	4	149	16	629
213	"M"	"NL"	17	4	1	22	4	149	16	629
213	"M"	"NL"	3	1	1	37	4	175	16	629
213	"M"	"NL"	NA	6	NA	NA	1	0	16	629
213	"M"	"NL"	11	3	0	10	2	68	16	629
213	"M"	"NL"	12	3	0	19	2	68	16	629
213	"M"	"NL"	13	3	1	32	2	68	16	629
213	"M"	"NL"	14	4	1	46	4	149	16	629
213	"M"	"NL"	15	4	1	71	4	149	16	629
213	"M"	"NL"	1	1	1	56	4	175	16	629
213	"M"	"NL"	2	1	1	13	4	175	16	629
214	"M"	"NL"	NA	6	NA	NA	1	0	16	634
214	"M"	"NL"	8	2	1	21	3	187	16	634
214	"M"	"NL"	9	2	1	66	3	187	16	634
214	"M"	"NL"	10	3	1	21	3	44	16	634
214	"M"	"NL"	7	2	0	13	3	187	16	634
214	"M"	"NL"	19	5	0	0	1	210	16	634
214	"M"	"NL"	20	5	0	0	1	210	16	634
214	"M"	"NL"	21	5	1	0	1	210	16	634
214	"M"	"NL"	6	2	1	12	3	187	16	634
214	"M"	"NL"	11	3	1	14	3	44	16	634
214	"M"	"NL"	12	3	0	8	3	44	16	634
214	"M"	"NL"	1	1	1	175	4	112	16	634
214	"M"	"NL"	15	4	1	29	4	81	16	634
214	"M"	"NL"	16	4	1	9	4	81	16	634
214	"M"	"NL"	17	4	1	0	4	81	16	634
214	"M"	"NL"	18	5	0	0	1	210	16	634
214	"M"	"NL"	5	1	1	140	4	112	16	634
214	"M"	"NL"	14	4	1	44	4	81	16	634
214	"M"	"NL"	2	1	1	26	4	112	16	634
214	"M"	"NL"	3	1	1	9	4	112	16	634
214	"M"	"NL"	13	3	1	25	3	44	16	634
214	"M"	"NL"	4	1	1	22	4	112	16	634
215	"M"	"NL"	4	1	1	42	4	73	11	608
215	"M"	"NL"	3	1	1	24	4	73	11	608
215	"M"	"NL"	12	3	0	9	1	76	11	608
215	"M"	"NL"	2	1	1	29	4	73	11	608
215	"M"	"NL"	15	4	1	59	3	112	11	608
215	"M"	"NL"	16	4	0	9	3	112	11	608
215	"M"	"NL"	13	3	1	22	1	76	11	608
215	"M"	"NL"	1	1	1	51	4	73	11	608
215	"M"	"NL"	6	2	1	38	1	224	11	608
215	"M"	"NL"	7	2	0	12	1	224	11	608
215	"M"	"NL"	17	4	1	20	3	112	11	608
215	"M"	"NL"	5	1	0	166	4	73	11	608
215	"M"	"NL"	10	3	1	12	1	76	11	608
215	"M"	"NL"	11	3	0	5	1	76	11	608
215	"M"	"NL"	21	5	1	0	1	123	11	608
215	"M"	"NL"	NA	6	NA	NA	1	0	11	608
215	"M"	"NL"	14	4	1	44	3	112	11	608
215	"M"	"NL"	19	5	0	0	1	123	11	608
215	"M"	"NL"	18	5	0	18	1	123	11	608
215	"M"	"NL"	8	2	0	9	1	224	11	608
215	"M"	"NL"	9	2	0	39	1	224	11	608
215	"M"	"NL"	20	5	0	0	1	123	11	608
216	"M"	"FR"	21	5	1	0	2	163	9	706
216	"M"	"FR"	20	5	0	0	2	163	9	706
216	"M"	"FR"	NA	6	NA	NA	1	0	9	706
216	"M"	"FR"	3	1	0	23	2	158	9	706
216	"M"	"FR"	19	5	1	76	2	163	9	706
216	"M"	"FR"	10	3	1	18	1	77	9	706
216	"M"	"FR"	4	1	0	25	2	158	9	706
216	"M"	"FR"	18	5	0	16	2	163	9	706
216	"M"	"FR"	2	1	1	34	2	158	9	706
216	"M"	"FR"	15	4	1	61	3	110	9	706
216	"M"	"FR"	16	4	0	18	3	110	9	706
216	"M"	"FR"	17	4	1	16	3	110	9	706
216	"M"	"FR"	1	1	1	98	2	158	9	706
216	"M"	"FR"	6	2	0	24	0	198	9	706
216	"M"	"FR"	7	2	0	24	0	198	9	706
216	"M"	"FR"	11	3	0	12	1	77	9	706
216	"M"	"FR"	5	1	0	109	2	158	9	706
216	"M"	"FR"	13	3	1	22	1	77	9	706
216	"M"	"FR"	14	4	1	41	3	110	9	706
216	"M"	"FR"	12	3	0	8	1	77	9	706
216	"M"	"FR"	9	2	0	42	0	198	9	706
216	"M"	"FR"	8	2	0	39	0	198	9	706
217	"F"	"FR"	11	3	0	17	2	140	17	688
217	"F"	"FR"	2	1	1	37	4	115	17	688
217	"F"	"FR"	12	3	0	9	2	140	17	688
217	"F"	"FR"	13	3	1	42	2	140	17	688
217	"F"	"FR"	1	1	1	50	4	115	17	688
217	"F"	"FR"	10	3	1	30	2	140	17	688
217	"F"	"FR"	NA	6	NA	NA	1	0	17	688
217	"F"	"FR"	3	1	1	28	4	115	17	688
217	"F"	"FR"	4	1	1	18	4	115	17	688
217	"F"	"FR"	14	4	1	34	4	122	17	688
217	"F"	"FR"	15	4	1	42	4	122	17	688
217	"F"	"FR"	7	2	1	20	3	191	17	688
217	"F"	"FR"	8	2	0	61	3	191	17	688
217	"F"	"FR"	5	1	1	36	4	115	17	688
217	"F"	"FR"	6	2	1	57	3	191	17	688
217	"F"	"FR"	18	5	1	32	3	120	17	688
217	"F"	"FR"	9	2	1	20	3	191	17	688
217	"F"	"FR"	21	5	1	0	3	120	17	688
217	"F"	"FR"	16	4	1	38	4	122	17	688
217	"F"	"FR"	17	4	1	57	4	122	17	688
217	"F"	"FR"	19	5	1	23	3	120	17	688
217	"F"	"FR"	20	5	0	37	3	120	17	688
218	"F"	"FR"	17	4	1	0	3	11	12	665
218	"F"	"FR"	21	5	1	0	2	222	12	665
218	"F"	"FR"	16	4	0	0	3	11	12	665
218	"F"	"FR"	18	5	0	0	2	222	12	665
218	"F"	"FR"	19	5	1	0	2	222	12	665
218	"F"	"FR"	3	1	1	19	3	111	12	665
218	"F"	"FR"	15	4	1	0	3	11	12	665
218	"F"	"FR"	1	1	1	134	3	111	12	665
218	"F"	"FR"	20	5	0	0	2	222	12	665
218	"F"	"FR"	8	2	1	49	2	191	12	665
218	"F"	"FR"	4	1	0	60	3	111	12	665
218	"F"	"FR"	NA	6	NA	NA	1	0	12	665
218	"F"	"FR"	2	1	1	75	3	111	12	665
218	"F"	"FR"	13	3	1	0	1	130	12	665
218	"F"	"FR"	14	4	1	0	3	11	12	665
218	"F"	"FR"	9	2	0	76	2	191	12	665
218	"F"	"FR"	5	1	0	67	3	111	12	665
218	"F"	"FR"	6	2	0	33	2	191	12	665
218	"F"	"FR"	7	2	1	28	2	191	12	665
218	"F"	"FR"	10	3	1	35	1	130	12	665
218	"F"	"FR"	11	3	0	78	1	130	12	665
218	"F"	"FR"	12	3	0	11	1	130	12	665
219	"M"	"NL"	8	2	1	47	4	158	15	638
219	"M"	"NL"	7	2	1	27	4	158	15	638
219	"M"	"NL"	9	2	1	55	4	158	15	638
219	"M"	"NL"	10	3	1	25	2	115	15	638
219	"M"	"NL"	11	3	0	10	2	115	15	638
219	"M"	"NL"	NA	6	NA	NA	1	0	15	638
219	"M"	"NL"	19	5	0	0	1	254	15	638
219	"M"	"NL"	20	5	0	0	1	254	15	638
219	"M"	"NL"	21	5	1	0	1	254	15	638
219	"M"	"NL"	6	2	1	83	4	158	15	638
219	"M"	"NL"	18	5	0	0	1	254	15	638
219	"M"	"NL"	3	1	1	22	3	80	15	638
219	"M"	"NL"	12	3	0	31	2	115	15	638
219	"M"	"NL"	1	1	1	173	3	80	15	638
219	"M"	"NL"	2	1	1	30	3	80	15	638
219	"M"	"NL"	4	1	0	54	3	80	15	638
219	"M"	"NL"	5	1	1	81	3	80	15	638
219	"M"	"NL"	17	4	1	0	4	31	15	638
219	"M"	"NL"	14	4	1	0	4	31	15	638
219	"M"	"NL"	15	4	1	0	4	31	15	638
219	"M"	"NL"	13	3	1	0	2	115	15	638
219	"M"	"NL"	16	4	1	0	4	31	15	638
220	"M"	"FR"	15	4	1	67	3	133	14	674
220	"M"	"FR"	18	5	1	21	2	114	14	674
220	"M"	"FR"	19	5	0	108	2	114	14	674
220	"M"	"FR"	17	4	1	21	3	133	14	674
220	"M"	"FR"	NA	6	NA	NA	0	139	14	674
220	"M"	"FR"	14	4	1	48	3	133	14	674
220	"M"	"FR"	16	4	0	9	3	133	14	674
220	"M"	"FR"	20	5	0	11	2	114	14	674
220	"M"	"FR"	21	5	0	139	2	114	14	674
220	"M"	"FR"	4	1	1	12	4	175	14	674
220	"M"	"FR"	13	3	1	14	2	29	14	674
220	"M"	"FR"	9	2	1	46	3	84	14	674
220	"M"	"FR"	10	3	1	7	2	29	14	674
220	"M"	"FR"	11	3	0	5	2	29	14	674
220	"M"	"FR"	12	3	0	7	2	29	14	674
220	"M"	"FR"	5	1	1	42	4	175	14	674
220	"M"	"FR"	1	1	1	69	4	175	14	674
220	"M"	"FR"	2	1	1	11	4	175	14	674
220	"M"	"FR"	3	1	1	8	4	175	14	674
220	"M"	"FR"	6	2	1	7	3	84	14	674
220	"M"	"FR"	7	2	1	12	3	84	14	674
220	"M"	"FR"	8	2	0	10	3	84	14	674
221	"M"	"NL"	7	2	1	48	1	215	11	627
221	"M"	"NL"	6	2	0	53	1	215	11	627
221	"M"	"NL"	8	2	0	60	1	215	11	627
221	"M"	"NL"	15	4	1	3	4	31	11	627
221	"M"	"NL"	16	4	1	0	4	31	11	627
221	"M"	"NL"	5	1	0	80	2	70	11	627
221	"M"	"NL"	14	4	1	7	4	31	11	627
221	"M"	"NL"	21	5	0	0	2	206	11	627
221	"M"	"NL"	NA	6	NA	NA	0	0	11	627
221	"M"	"NL"	17	4	1	0	4	31	11	627
221	"M"	"NL"	18	5	0	0	2	206	11	627
221	"M"	"NL"	2	1	1	75	2	70	11	627
221	"M"	"NL"	3	1	0	40	2	70	11	627
221	"M"	"NL"	4	1	0	59	2	70	11	627
221	"M"	"NL"	13	3	1	9	2	105	11	627
221	"M"	"NL"	1	1	1	99	2	70	11	627
221	"M"	"NL"	19	5	1	0	2	206	11	627
221	"M"	"NL"	20	5	0	0	2	206	11	627
221	"M"	"NL"	12	3	0	21	2	105	11	627
221	"M"	"NL"	10	3	1	21	2	105	11	627
221	"M"	"NL"	11	3	0	12	2	105	11	627
221	"M"	"NL"	9	2	1	40	1	215	11	627
222	"F"	"NL"	10	3	1	0	4	246	16	1202
222	"F"	"NL"	14	4	1	0	3	0	16	1202
222	"F"	"NL"	13	3	1	0	4	246	16	1202
222	"F"	"NL"	18	5	0	0	2	604	16	1202
222	"F"	"NL"	11	3	1	0	4	246	16	1202
222	"F"	"NL"	12	3	1	0	4	246	16	1202
222	"F"	"NL"	21	5	0	0	2	604	16	1202
222	"F"	"NL"	NA	6	NA	NA	0	0	16	1202
222	"F"	"NL"	8	2	1	44	3	287	16	1202
222	"F"	"NL"	9	2	1	65	3	287	16	1202
222	"F"	"NL"	7	2	0	103	3	287	16	1202
222	"F"	"NL"	17	4	1	0	3	0	16	1202
222	"F"	"NL"	4	1	1	89	4	65	16	1202
222	"F"	"NL"	15	4	1	0	3	0	16	1202
222	"F"	"NL"	16	4	0	0	3	0	16	1202
222	"F"	"NL"	3	1	1	126	4	65	16	1202
222	"F"	"NL"	2	1	1	152	4	65	16	1202
222	"F"	"NL"	19	5	1	0	2	604	16	1202
222	"F"	"NL"	20	5	0	0	2	604	16	1202
222	"F"	"NL"	1	1	1	412	4	65	16	1202
222	"F"	"NL"	5	1	1	91	4	65	16	1202
222	"F"	"NL"	6	2	1	120	3	287	16	1202
223	"F"	"FR"	2	1	0	67	0	78	6	589
223	"F"	"FR"	3	1	0	61	0	78	6	589
223	"F"	"FR"	4	1	0	86	0	78	6	589
223	"F"	"FR"	1	1	0	83	0	78	6	589
223	"F"	"FR"	12	3	0	24	1	109	6	589
223	"F"	"FR"	13	3	0	0	1	109	6	589
223	"F"	"FR"	7	2	0	26	0	183	6	589
223	"F"	"FR"	15	4	1	0	3	24	6	589
223	"F"	"FR"	16	4	1	0	3	24	6	589
223	"F"	"FR"	5	1	0	84	0	78	6	589
223	"F"	"FR"	14	4	1	0	3	24	6	589
223	"F"	"FR"	20	5	0	0	1	195	6	589
223	"F"	"FR"	21	5	1	0	1	195	6	589
223	"F"	"FR"	NA	6	NA	NA	1	0	6	589
223	"F"	"FR"	6	2	0	31	0	183	6	589
223	"F"	"FR"	10	3	0	57	1	109	6	589
223	"F"	"FR"	11	3	0	17	1	109	6	589
223	"F"	"FR"	17	4	1	0	3	24	6	589
223	"F"	"FR"	18	5	0	0	1	195	6	589
223	"F"	"FR"	19	5	0	0	1	195	6	589
223	"F"	"FR"	8	2	0	32	0	183	6	589
223	"F"	"FR"	9	2	1	21	0	183	6	589
224	"F"	"FR"	7	2	1	48	3	346	9	899
224	"F"	"FR"	19	5	0	0	1	213	9	899
224	"F"	"FR"	6	2	1	88	3	346	9	899
224	"F"	"FR"	10	3	0	101	1	167	9	899
224	"F"	"FR"	8	2	0	51	3	346	9	899
224	"F"	"FR"	9	2	0	56	3	346	9	899
224	"F"	"FR"	NA	6	NA	NA	0	0	9	899
224	"F"	"FR"	14	4	1	0	3	16	9	899
224	"F"	"FR"	20	5	0	0	1	213	9	899
224	"F"	"FR"	21	5	0	0	1	213	9	899
224	"F"	"FR"	17	4	1	0	3	16	9	899
224	"F"	"FR"	18	5	0	0	1	213	9	899
224	"F"	"FR"	5	1	1	260	1	157	9	899
224	"F"	"FR"	11	3	1	44	1	167	9	899
224	"F"	"FR"	12	3	0	16	1	167	9	899
224	"F"	"FR"	13	3	1	0	1	167	9	899
224	"F"	"FR"	3	1	0	35	1	157	9	899
224	"F"	"FR"	15	4	1	0	3	16	9	899
224	"F"	"FR"	16	4	0	0	3	16	9	899
224	"F"	"FR"	2	1	1	35	1	157	9	899
224	"F"	"FR"	1	1	0	126	1	157	9	899
224	"F"	"FR"	4	1	0	39	1	157	9	899
225	"M"	"FR"	11	3	1	30	3	144	18	871
225	"M"	"FR"	9	2	0	53	3	219	18	871
225	"M"	"FR"	10	3	1	58	3	144	18	871
225	"M"	"FR"	3	1	1	66	4	111	18	871
225	"M"	"FR"	20	5	0	0	3	373	18	871
225	"M"	"FR"	21	5	1	0	3	373	18	871
225	"M"	"FR"	NA	6	NA	NA	1	0	18	871
225	"M"	"FR"	8	2	0	54	3	219	18	871
225	"M"	"FR"	12	3	1	24	3	144	18	871
225	"M"	"FR"	1	1	1	144	4	111	18	871
225	"M"	"FR"	2	1	1	76	4	111	18	871
225	"M"	"FR"	16	4	1	0	4	24	18	871
225	"M"	"FR"	17	4	1	0	4	24	18	871
225	"M"	"FR"	18	5	1	0	3	373	18	871
225	"M"	"FR"	19	5	1	0	3	373	18	871
225	"M"	"FR"	6	2	1	48	3	219	18	871
225	"M"	"FR"	7	2	1	47	3	219	18	871
225	"M"	"FR"	13	3	1	0	3	144	18	871
225	"M"	"FR"	14	4	1	0	4	24	18	871
225	"M"	"FR"	15	4	1	0	4	24	18	871
225	"M"	"FR"	4	1	1	182	4	111	18	871
225	"M"	"FR"	5	1	1	89	4	111	18	871
226	"M"	"NL"	4	1	0	51	2	107	11	910
226	"M"	"NL"	5	1	1	214	2	107	11	910
226	"M"	"NL"	3	1	1	42	2	107	11	910
226	"M"	"NL"	16	4	0	0	2	29	11	910
226	"M"	"NL"	13	3	1	0	3	75	11	910
226	"M"	"NL"	14	4	1	0	2	29	11	910
226	"M"	"NL"	15	4	0	0	2	29	11	910
226	"M"	"NL"	7	2	0	48	2	335	11	910
226	"M"	"NL"	17	4	1	0	2	29	11	910
226	"M"	"NL"	18	5	0	0	1	364	11	910
226	"M"	"NL"	6	2	1	21	2	335	11	910
226	"M"	"NL"	11	3	0	12	3	75	11	910
226	"M"	"NL"	12	3	1	29	3	75	11	910
226	"M"	"NL"	20	5	0	0	1	364	11	910
226	"M"	"NL"	21	5	1	0	1	364	11	910
226	"M"	"NL"	NA	6	NA	NA	1	0	11	910
226	"M"	"NL"	2	1	1	54	2	107	11	910
226	"M"	"NL"	8	2	0	67	2	335	11	910
226	"M"	"NL"	9	2	1	83	2	335	11	910
226	"M"	"NL"	10	3	1	24	3	75	11	910
226	"M"	"NL"	19	5	0	0	1	364	11	910
226	"M"	"NL"	1	1	0	265	2	107	11	910
227	"F"	"NL"	21	5	0	0	1	261	9	777
227	"F"	"NL"	19	5	0	0	1	261	9	777
227	"F"	"NL"	NA	6	NA	NA	0	0	9	777
227	"F"	"NL"	20	5	0	0	1	261	9	777
227	"F"	"NL"	2	1	1	67	2	89	9	777
227	"F"	"NL"	17	4	1	21	4	79	9	777
227	"F"	"NL"	18	5	0	57	1	261	9	777
227	"F"	"NL"	1	1	0	120	2	89	9	777
227	"F"	"NL"	13	3	1	46	2	169	9	777
227	"F"	"NL"	3	1	1	46	2	89	9	777
227	"F"	"NL"	15	4	1	23	4	79	9	777
227	"F"	"NL"	16	4	1	73	4	79	9	777
227	"F"	"NL"	5	1	0	53	2	89	9	777
227	"F"	"NL"	14	4	1	43	4	79	9	777
227	"F"	"NL"	9	2	0	18	0	179	9	777
227	"F"	"NL"	4	1	0	61	2	89	9	777
227	"F"	"NL"	11	3	1	19	2	169	9	777
227	"F"	"NL"	12	3	0	13	2	169	9	777
227	"F"	"NL"	6	2	0	31	0	179	9	777
227	"F"	"NL"	10	3	1	25	2	169	9	777
227	"F"	"NL"	8	2	0	38	0	179	9	777
227	"F"	"NL"	7	2	0	23	0	179	9	777
228	"M"	"NL"	11	3	0	5	3	18	14	506
228	"M"	"NL"	NA	6	NA	NA	0	39	14	506
228	"M"	"NL"	13	3	1	20	3	18	14	506
228	"M"	"NL"	1	1	1	42	3	152	14	506
228	"M"	"NL"	2	1	1	3	3	152	14	506
228	"M"	"NL"	12	3	1	4	3	18	14	506
228	"M"	"NL"	3	1	1	4	3	152	14	506
228	"M"	"NL"	4	1	0	6	3	152	14	506
228	"M"	"NL"	10	3	1	6	3	18	14	506
228	"M"	"NL"	15	4	1	77	3	162	14	506
228	"M"	"NL"	7	2	1	6	3	67	14	506
228	"M"	"NL"	8	2	1	13	3	67	14	506
228	"M"	"NL"	14	4	1	74	3	162	14	506
228	"M"	"NL"	21	5	0	39	2	68	14	506
228	"M"	"NL"	6	2	1	4	3	67	14	506
228	"M"	"NL"	18	5	0	14	2	68	14	506
228	"M"	"NL"	9	2	1	51	3	67	14	506
228	"M"	"NL"	5	1	0	33	3	152	14	506
228	"M"	"NL"	17	4	1	18	3	162	14	506
228	"M"	"NL"	16	4	0	5	3	162	14	506
228	"M"	"NL"	20	5	0	7	2	68	14	506
228	"M"	"NL"	19	5	1	75	2	68	14	506
229	"F"	"NL"	17	4	1	0	3	26	16	538
229	"F"	"NL"	21	5	1	0	2	181	16	538
229	"F"	"NL"	19	5	1	0	2	181	16	538
229	"F"	"NL"	16	4	0	0	3	26	16	538
229	"F"	"NL"	15	4	1	0	3	26	16	538
229	"F"	"NL"	18	5	0	0	2	181	16	538
229	"F"	"NL"	1	1	1	93	4	81	16	538
229	"F"	"NL"	20	5	0	0	2	181	16	538
229	"F"	"NL"	3	1	1	45	4	81	16	538
229	"F"	"NL"	4	1	1	54	4	81	16	538
229	"F"	"NL"	NA	6	NA	NA	1	0	16	538
229	"F"	"NL"	2	1	1	55	4	81	16	538
229	"F"	"NL"	13	3	1	23	3	97	16	538
229	"F"	"NL"	14	4	1	0	3	26	16	538
229	"F"	"NL"	9	2	1	26	3	153	16	538
229	"F"	"NL"	5	1	1	76	4	81	16	538
229	"F"	"NL"	6	2	1	37	3	153	16	538
229	"F"	"NL"	12	3	1	26	3	97	16	538
229	"F"	"NL"	7	2	0	34	3	153	16	538
229	"F"	"NL"	10	3	1	32	3	97	16	538
229	"F"	"NL"	11	3	0	15	3	97	16	538
229	"F"	"NL"	8	2	1	22	3	153	16	538
230	"F"	"NL"	7	2	0	26	1	130	13	689
230	"F"	"NL"	8	2	0	28	1	130	13	689
230	"F"	"NL"	10	3	1	17	3	120	13	689
230	"F"	"NL"	11	3	1	37	3	120	13	689
230	"F"	"NL"	18	5	0	12	1	154	13	689
230	"F"	"NL"	9	2	1	36	1	130	13	689
230	"F"	"NL"	20	5	0	0	1	154	13	689
230	"F"	"NL"	21	5	1	0	1	154	13	689
230	"F"	"NL"	NA	6	NA	NA	1	0	13	689
230	"F"	"NL"	19	5	0	0	1	154	13	689
230	"F"	"NL"	3	1	1	26	3	101	13	689
230	"F"	"NL"	12	3	0	51	3	120	13	689
230	"F"	"NL"	6	2	1	15	1	130	13	689
230	"F"	"NL"	17	4	1	40	4	184	13	689
230	"F"	"NL"	2	1	1	19	3	101	13	689
230	"F"	"NL"	4	1	1	70	3	101	13	689
230	"F"	"NL"	5	1	0	43	3	101	13	689
230	"F"	"NL"	1	1	0	46	3	101	13	689
230	"F"	"NL"	14	4	1	75	4	184	13	689
230	"F"	"NL"	15	4	1	58	4	184	13	689
230	"F"	"NL"	16	4	1	42	4	184	13	689
230	"F"	"NL"	13	3	1	48	3	120	13	689
231	"F"	"FR"	13	3	0	0	0	123	2	634
231	"F"	"FR"	14	4	0	0	0	13	2	634
231	"F"	"FR"	15	4	0	0	0	13	2	634
231	"F"	"FR"	17	4	1	0	0	13	2	634
231	"F"	"FR"	18	5	0	0	1	240	2	634
231	"F"	"FR"	NA	6	NA	NA	1	0	2	634
231	"F"	"FR"	16	4	0	0	0	13	2	634
231	"F"	"FR"	20	5	0	0	1	240	2	634
231	"F"	"FR"	12	3	0	13	0	123	2	634
231	"F"	"FR"	11	3	0	23	0	123	2	634
231	"F"	"FR"	19	5	0	0	1	240	2	634
231	"F"	"FR"	9	2	0	28	0	197	2	634
231	"F"	"FR"	10	3	0	33	0	123	2	634
231	"F"	"FR"	21	5	1	0	1	240	2	634
231	"F"	"FR"	5	1	0	67	0	61	2	634
231	"F"	"FR"	1	1	0	129	0	61	2	634
231	"F"	"FR"	2	1	0	36	0	61	2	634
231	"F"	"FR"	8	2	0	94	0	197	2	634
231	"F"	"FR"	3	1	0	40	0	61	2	634
231	"F"	"FR"	6	2	0	60	0	197	2	634
231	"F"	"FR"	7	2	0	71	0	197	2	634
231	"F"	"FR"	4	1	0	40	0	61	2	634
232	"M"	"FR"	5	1	1	37	4	220	20	625
232	"M"	"FR"	6	2	1	5	4	96	20	625
232	"M"	"FR"	7	2	1	9	4	96	20	625
232	"M"	"FR"	4	1	1	33	4	220	20	625
232	"M"	"FR"	13	3	1	18	4	48	20	625
232	"M"	"FR"	14	4	1	28	4	140	20	625
232	"M"	"FR"	15	4	1	88	4	140	20	625
232	"M"	"FR"	16	4	1	28	4	140	20	625
232	"M"	"FR"	17	4	1	15	4	140	20	625
232	"M"	"FR"	18	5	0	12	3	106	20	625
232	"M"	"FR"	NA	6	NA	NA	1	15	20	625
232	"M"	"FR"	2	1	1	34	4	220	20	625
232	"M"	"FR"	3	1	1	9	4	220	20	625
232	"M"	"FR"	8	2	1	10	4	96	20	625
232	"M"	"FR"	9	2	1	44	4	96	20	625
232	"M"	"FR"	19	5	1	146	3	106	20	625
232	"M"	"FR"	20	5	1	17	3	106	20	625
232	"M"	"FR"	12	3	1	7	4	48	20	625
232	"M"	"FR"	21	5	1	15	3	106	20	625
232	"M"	"FR"	1	1	1	52	4	220	20	625
232	"M"	"FR"	11	3	1	6	4	48	20	625
232	"M"	"FR"	10	3	1	12	4	48	20	625
233	"M"	"NL"	10	3	1	27	1	76	9	587
233	"M"	"NL"	11	3	0	18	1	76	9	587
233	"M"	"NL"	14	4	1	0	3	15	9	587
